0.01,4.55E+00,5.12E+00,,,
0.02,4.56E+00,5.11E+00,,,
0.03,4.56E+00,5.11E+00,,,
0.04,4.56E+00,5.10E+00,,,
0.05,4.56E+00,5.08E+00,,,
0.06,4.56E+00,5.08E+00,,,
0.07,4.56E+00,5.07E+00,,,
0.08,4.55E+00,5.06E+00,,,
0.09,4.54E+00,5.05E+00,,,
0.1,4.54E+00,5.03E+00,,,
0.11,4.54E+00,5.02E+00,,,
0.12,4.55E+00,5.03E+00,,,
0.13,4.54E+00,5.03E+00,,,
0.14,4.54E+00,5.01E+00,,,
0.15,4.54E+00,5.00E+00,,,
0.16,4.54E+00,5.02E+00,,,
0.17,4.53E+00,5.05E+00,,,
0.18,4.53E+00,5.05E+00,,,
0.19,4.52E+00,5.05E+00,,,
0.2,4.51E+00,5.04E+00,,,
0.21,4.50E+00,5.04E+00,,,
0.22,4.48E+00,5.04E+00,,,
0.23,4.48E+00,5.05E+00,,,
0.24,4.47E+00,5.05E+00,,,
0.25,4.47E+00,5.05E+00,,,
0.26,4.47E+00,5.05E+00,,,
0.27,4.47E+00,5.05E+00,,,
0.28,4.47E+00,5.06E+00,,,
0.29,4.46E+00,5.06E+00,,,
0.3,4.46E+00,5.05E+00,,,
0.31,4.47E+00,5.07E+00,,,
0.32,4.47E+00,5.09E+00,,,
0.33,4.46E+00,5.10E+00,,,
0.34,4.45E+00,5.11E+00,,,
0.35,4.45E+00,5.11E+00,,,
0.36,4.46E+00,5.12E+00,,,
0.37,4.45E+00,5.12E+00,,,
0.38,4.45E+00,5.11E+00,,,
0.39,4.45E+00,5.09E+00,,,
0.4,4.45E+00,5.08E+00,,,
0.41,4.45E+00,5.07E+00,,,
0.42,4.46E+00,5.08E+00,,,
0.43,4.46E+00,5.08E+00,,,
0.44,4.46E+00,5.08E+00,,,
0.45,4.47E+00,5.09E+00,,,
0.46,4.47E+00,5.08E+00,,,
0.47,4.48E+00,5.07E+00,,,
0.48,4.48E+00,5.06E+00,,,
0.49,4.48E+00,5.05E+00,,,
0.5,4.48E+00,5.04E+00,,,
0.51,4.49E+00,5.03E+00,,,
0.52,4.50E+00,5.01E+00,,,
0.53,4.50E+00,4.99E+00,,,
0.54,4.50E+00,4.96E+00,,,
0.55,4.49E+00,4.95E+00,,,
0.56,4.49E+00,4.96E+00,,,
0.57,4.48E+00,4.96E+00,,,
0.58,4.49E+00,4.96E+00,,,
0.59,4.49E+00,4.95E+00,,,
0.6,4.48E+00,4.95E+00,,,
0.61,4.47E+00,4.95E+00,,,
0.62,4.45E+00,4.95E+00,,,
0.63,4.45E+00,4.95E+00,,,
0.64,4.45E+00,4.95E+00,,,
0.65,4.46E+00,4.94E+00,,,
0.66,4.48E+00,4.93E+00,,,
0.67,4.49E+00,4.93E+00,,,
0.68,4.50E+00,4.92E+00,,,
0.69,4.52E+00,4.92E+00,,,
0.7,4.53E+00,4.92E+00,,,
0.71,4.54E+00,4.92E+00,,,
0.72,4.55E+00,4.93E+00,,,
0.73,4.56E+00,4.94E+00,,,
0.74,4.56E+00,4.95E+00,,,
0.75,4.55E+00,4.95E+00,,,
0.76,4.55E+00,4.96E+00,,,
0.77,4.55E+00,4.96E+00,,,
0.78,4.56E+00,4.96E+00,,,
0.79,4.56E+00,4.97E+00,,,
0.8,4.56E+00,4.97E+00,,,
0.81,4.56E+00,4.98E+00,,,
0.82,4.57E+00,4.98E+00,,,
0.83,4.57E+00,4.99E+00,,,
0.84,4.56E+00,5.00E+00,,,
0.85,4.56E+00,5.00E+00,,,
0.86,4.56E+00,4.99E+00,,,
0.87,4.56E+00,4.99E+00,,,
0.88,4.56E+00,4.98E+00,,,
0.89,4.56E+00,4.99E+00,,,
0.9,4.56E+00,4.99E+00,,,
0.91,4.56E+00,4.99E+00,,,
0.92,4.56E+00,4.99E+00,,,
0.93,4.55E+00,4.97E+00,,,
0.94,4.54E+00,4.95E+00,,,
0.95,4.54E+00,4.95E+00,,,
0.96,4.54E+00,4.97E+00,,,
0.97,4.54E+00,4.99E+00,,,
0.98,4.53E+00,5.02E+00,,,
0.99,4.52E+00,5.04E+00,,,
1,4.51E+00,5.06E+00,,,
1.01,4.51E+00,5.07E+00,,,
1.02,4.50E+00,5.08E+00,,,
1.03,4.50E+00,5.10E+00,,,
1.04,4.50E+00,5.10E+00,,,
1.05,4.52E+00,5.10E+00,,,
1.06,4.53E+00,5.09E+00,,,
1.07,4.53E+00,5.09E+00,,,
1.08,4.53E+00,5.09E+00,,,
1.09,4.53E+00,5.09E+00,,,
1.1,4.52E+00,5.08E+00,,,
1.11,4.52E+00,5.09E+00,,,
1.12,4.53E+00,5.12E+00,,,
1.13,4.53E+00,5.13E+00,,,
1.14,4.53E+00,5.14E+00,,,
1.15,4.53E+00,5.13E+00,,,
1.16,4.53E+00,5.12E+00,,,
1.17,4.54E+00,5.11E+00,,,
1.18,4.54E+00,5.12E+00,,,
1.19,4.55E+00,5.12E+00,,,
1.2,4.55E+00,5.12E+00,,,
1.21,4.55E+00,5.11E+00,,,
1.22,4.55E+00,5.11E+00,,,
1.23,4.56E+00,5.11E+00,,,
1.24,4.56E+00,5.10E+00,,,
1.25,4.56E+00,5.08E+00,,,
1.26,4.56E+00,5.08E+00,,,
1.27,4.56E+00,5.07E+00,,,
1.28,4.55E+00,5.06E+00,,,
1.29,4.54E+00,5.05E+00,,,
1.3,4.54E+00,5.03E+00,,,
1.31,4.54E+00,5.02E+00,,,
1.32,4.55E+00,5.02E+00,,,
1.33,4.54E+00,5.03E+00,,,
1.34,4.54E+00,5.01E+00,,,
1.35,4.54E+00,5.00E+00,,,
1.36,4.53E+00,5.02E+00,,,
1.37,4.53E+00,5.04E+00,,,
1.38,4.53E+00,5.05E+00,,,
1.39,4.52E+00,5.05E+00,,,
1.4,4.51E+00,5.04E+00,,,
1.41,4.50E+00,5.04E+00,,,
1.42,4.48E+00,5.04E+00,,,
1.43,4.48E+00,5.05E+00,,,
1.44,4.47E+00,5.05E+00,,,
1.45,4.47E+00,5.05E+00,,,
1.46,4.47E+00,5.05E+00,,,
1.47,4.47E+00,5.05E+00,,,
1.48,4.47E+00,5.06E+00,,,
1.49,4.46E+00,5.06E+00,,,
1.5,4.46E+00,5.05E+00,,,
1.51,4.47E+00,5.07E+00,,,
1.52,4.47E+00,5.09E+00,,,
1.53,4.46E+00,5.10E+00,,,
1.54,4.45E+00,5.11E+00,,,
1.55,4.45E+00,5.11E+00,,,
1.56,4.46E+00,5.12E+00,,,
1.57,4.45E+00,5.12E+00,,,
1.58,4.45E+00,5.11E+00,,,
1.59,4.45E+00,5.09E+00,,,
1.6,4.45E+00,5.08E+00,,,
1.61,4.45E+00,5.07E+00,,,
1.62,4.46E+00,5.08E+00,,,
1.63,4.46E+00,5.08E+00,,,
1.64,4.46E+00,5.08E+00,,,
1.65,4.47E+00,5.09E+00,,,
1.66,4.47E+00,5.08E+00,,,
1.67,4.48E+00,5.07E+00,,,
1.68,4.48E+00,5.06E+00,,,
1.69,4.48E+00,5.05E+00,,,
1.7,4.48E+00,5.04E+00,,,
1.71,4.49E+00,5.03E+00,,,
1.72,4.50E+00,5.01E+00,,,
1.73,4.50E+00,4.99E+00,,,
1.74,4.50E+00,4.96E+00,,,
1.75,4.49E+00,4.95E+00,,,
1.76,4.49E+00,4.96E+00,,,
1.77,4.48E+00,4.96E+00,,,
1.78,4.49E+00,4.96E+00,,,
1.79,4.49E+00,4.95E+00,,,
1.8,4.48E+00,4.95E+00,,,
1.81,4.47E+00,4.95E+00,,,
1.82,4.45E+00,4.95E+00,,,
1.83,4.45E+00,4.95E+00,,,
1.84,4.45E+00,4.94E+00,,,
1.85,4.46E+00,4.94E+00,,,
1.86,4.48E+00,4.93E+00,,,
1.87,4.49E+00,4.93E+00,,,
1.88,4.50E+00,4.92E+00,,,
1.89,4.52E+00,4.92E+00,,,
1.9,4.53E+00,4.92E+00,,,
1.91,4.54E+00,4.92E+00,,,
1.92,4.55E+00,4.93E+00,,,
1.93,4.56E+00,4.94E+00,,,
1.94,4.56E+00,4.95E+00,,,
1.95,4.55E+00,4.95E+00,,,
1.96,4.55E+00,4.96E+00,,,
1.97,4.55E+00,4.96E+00,,,
1.98,4.56E+00,4.96E+00,,,
1.99,4.56E+00,4.97E+00,,,
2,4.56E+00,4.97E+00,,,
2.01,4.56E+00,4.97E+00,,,
2.02,4.57E+00,4.98E+00,,,
2.03,4.57E+00,4.99E+00,,,
2.04,4.57E+00,5.00E+00,,,
2.05,4.56E+00,5.00E+00,,,
2.06,4.56E+00,4.99E+00,,,
2.07,4.56E+00,4.99E+00,,,
2.08,4.56E+00,4.98E+00,,,
2.09,4.56E+00,4.99E+00,,,
2.1,4.56E+00,4.99E+00,,,
2.11,4.56E+00,4.99E+00,,,
2.12,4.56E+00,4.99E+00,,,
2.13,4.55E+00,4.97E+00,,,
2.14,4.54E+00,4.95E+00,,,
2.15,4.54E+00,4.95E+00,,,
2.16,4.54E+00,4.97E+00,,,
2.17,4.54E+00,4.99E+00,,,
2.18,4.53E+00,5.02E+00,,,
2.19,4.52E+00,5.04E+00,,,
2.2,4.51E+00,5.06E+00,,,
2.21,4.51E+00,5.07E+00,,,
2.22,4.50E+00,5.08E+00,,,
2.23,4.50E+00,5.10E+00,,,
2.24,4.50E+00,5.10E+00,,,
2.25,4.52E+00,5.10E+00,,,
2.26,4.53E+00,5.09E+00,,,
2.27,4.53E+00,5.09E+00,,,
2.28,4.53E+00,5.09E+00,,,
2.29,4.53E+00,5.09E+00,,,
2.3,4.52E+00,5.09E+00,,,
2.31,4.52E+00,5.10E+00,,,
2.32,4.53E+00,5.12E+00,,,
2.33,4.53E+00,5.13E+00,,,
2.34,4.53E+00,5.14E+00,,,
2.35,4.53E+00,5.13E+00,,,
2.36,4.53E+00,5.12E+00,,,
2.37,4.54E+00,5.11E+00,,,
2.38,4.54E+00,5.12E+00,,,
2.39,4.55E+00,5.12E+00,,,
2.4,4.55E+00,5.12E+00,,,
2.41,4.55E+00,5.12E+00,,,
2.42,4.56E+00,5.11E+00,,,
2.43,4.56E+00,5.11E+00,,,
2.44,4.56E+00,5.10E+00,,,
2.45,4.56E+00,5.08E+00,,,
2.46,4.56E+00,5.08E+00,,,
2.47,4.56E+00,5.07E+00,,,
2.48,4.55E+00,5.06E+00,,,
2.49,4.54E+00,5.05E+00,,,
2.5,4.54E+00,5.03E+00,,,
2.51,4.54E+00,5.02E+00,,,
2.52,4.55E+00,5.03E+00,,,
2.53,4.54E+00,5.03E+00,,,
2.54,4.54E+00,5.01E+00,,,
2.55,4.54E+00,5.00E+00,,,
2.56,4.53E+00,5.02E+00,,,
2.57,4.53E+00,5.05E+00,,,
2.58,4.53E+00,5.05E+00,,,
2.59,4.52E+00,5.05E+00,,,
2.6,4.51E+00,5.04E+00,,,
2.61,4.50E+00,5.04E+00,,,
2.62,4.48E+00,5.04E+00,,,
2.63,4.48E+00,5.05E+00,,,
2.64,4.47E+00,5.05E+00,,,
2.65,4.47E+00,5.05E+00,,,
2.66,4.47E+00,5.05E+00,,,
2.67,4.47E+00,5.05E+00,,,
2.68,4.46E+00,5.06E+00,,,
2.69,4.46E+00,5.06E+00,,,
2.7,4.46E+00,5.06E+00,,,
2.71,4.47E+00,5.07E+00,,,
2.72,4.46E+00,5.09E+00,,,
2.73,4.46E+00,5.10E+00,,,
2.74,4.45E+00,5.11E+00,,,
2.75,4.45E+00,5.11E+00,,,
2.76,4.46E+00,5.12E+00,,,
2.77,4.46E+00,5.12E+00,,,
2.78,4.45E+00,5.11E+00,,,
2.79,4.45E+00,5.09E+00,,,
2.8,4.45E+00,5.08E+00,,,
2.81,4.45E+00,5.07E+00,,,
2.82,4.46E+00,5.08E+00,,,
2.83,4.46E+00,5.08E+00,,,
2.84,4.46E+00,5.08E+00,,,
2.85,4.47E+00,5.09E+00,,,
2.86,4.47E+00,5.08E+00,,,
2.87,4.48E+00,5.07E+00,,,
2.88,4.48E+00,5.06E+00,,,
2.89,4.48E+00,5.05E+00,,,
2.9,4.48E+00,5.04E+00,,,
2.91,4.49E+00,5.03E+00,,,
2.92,4.50E+00,5.01E+00,,,
2.93,4.50E+00,4.99E+00,,,
2.94,4.50E+00,4.96E+00,,,
2.95,4.49E+00,4.95E+00,,,
2.96,4.49E+00,4.96E+00,,,
2.97,4.48E+00,4.96E+00,,,
2.98,4.49E+00,4.96E+00,,,
2.99,4.49E+00,4.95E+00,,,
3,4.48E+00,4.95E+00,,,
3.01,4.47E+00,4.95E+00,,,
3.02,4.45E+00,4.95E+00,,,
3.03,4.45E+00,4.95E+00,,,
3.04,4.45E+00,4.95E+00,,,
3.05,4.46E+00,4.94E+00,,,
3.06,4.48E+00,4.93E+00,,,
3.07,4.49E+00,4.93E+00,,,
3.08,4.51E+00,4.92E+00,,,
3.09,4.52E+00,4.92E+00,,,
3.1,4.53E+00,4.92E+00,,,
3.11,4.54E+00,4.92E+00,,,
3.12,4.55E+00,4.93E+00,,,
3.13,4.56E+00,4.94E+00,,,
3.14,4.56E+00,4.95E+00,,,
3.15,4.55E+00,4.95E+00,,,
3.16,4.55E+00,4.96E+00,,,
3.17,4.55E+00,4.96E+00,,,
3.18,4.56E+00,4.96E+00,,,
3.19,4.56E+00,4.97E+00,,,
3.2,4.56E+00,4.97E+00,,,
3.21,4.56E+00,4.98E+00,,,
3.22,4.57E+00,4.98E+00,,,
3.23,4.57E+00,4.99E+00,,,
3.24,4.56E+00,5.00E+00,,,
3.25,4.56E+00,5.00E+00,,,
3.26,4.56E+00,4.99E+00,,,
3.27,4.56E+00,4.99E+00,,,
3.28,4.56E+00,4.98E+00,,,
3.29,4.56E+00,4.99E+00,,,
3.3,4.56E+00,4.99E+00,,,
3.31,4.56E+00,4.99E+00,,,
3.32,4.56E+00,4.99E+00,,,
3.33,4.55E+00,4.97E+00,,,
3.34,4.54E+00,4.95E+00,,,
3.35,4.54E+00,4.95E+00,,,
3.36,4.54E+00,4.97E+00,,,
3.37,4.54E+00,4.99E+00,,,
3.38,4.53E+00,5.02E+00,,,
3.39,4.52E+00,5.04E+00,,,
3.4,4.51E+00,5.06E+00,,,
3.41,4.51E+00,5.07E+00,,,
3.42,4.50E+00,5.08E+00,,,
3.43,4.50E+00,5.10E+00,,,
3.44,4.50E+00,5.10E+00,,,
3.45,4.52E+00,5.10E+00,,,
3.46,4.53E+00,5.09E+00,,,
3.47,4.53E+00,5.09E+00,,,
3.48,4.53E+00,5.09E+00,,,
3.49,4.53E+00,5.09E+00,,,
3.5,4.52E+00,5.08E+00,,,
3.51,4.52E+00,5.10E+00,,,
3.52,4.53E+00,5.12E+00,,,
3.53,4.53E+00,5.13E+00,,,
3.54,4.53E+00,5.14E+00,,,
3.55,4.53E+00,5.13E+00,,,
3.56,4.53E+00,5.12E+00,,,
3.57,4.54E+00,5.11E+00,,,
3.58,4.54E+00,5.12E+00,,,
3.59,4.55E+00,5.12E+00,,,
3.6,4.55E+00,5.12E+00,,,
3.61,4.55E+00,5.12E+00,,,
3.62,4.55E+00,5.11E+00,,,
3.63,4.56E+00,5.11E+00,,,
3.64,4.56E+00,5.10E+00,,,
3.65,4.56E+00,5.08E+00,,,
3.66,4.56E+00,5.08E+00,,,
3.67,4.56E+00,5.07E+00,,,
3.68,4.55E+00,5.06E+00,,,
3.69,4.54E+00,5.05E+00,,,
3.7,4.54E+00,5.03E+00,,,
3.71,4.54E+00,5.02E+00,,,
3.72,4.54E+00,5.03E+00,,,
3.73,4.54E+00,5.03E+00,,,
3.74,4.54E+00,5.01E+00,,,
3.75,4.54E+00,5.00E+00,,,
3.76,4.53E+00,5.02E+00,,,
3.77,4.53E+00,5.05E+00,,,
3.78,4.52E+00,5.05E+00,,,
3.79,4.52E+00,5.05E+00,,,
3.8,4.51E+00,5.04E+00,,,
3.81,4.49E+00,5.04E+00,,,
3.82,4.48E+00,5.04E+00,,,
3.83,4.48E+00,5.05E+00,,,
3.84,4.47E+00,5.05E+00,,,
3.85,4.47E+00,5.05E+00,,,
3.86,4.47E+00,5.05E+00,,,
3.87,4.47E+00,5.05E+00,,,
3.88,4.46E+00,5.06E+00,,,
3.89,4.46E+00,5.06E+00,,,
3.9,4.46E+00,5.05E+00,,,
3.91,4.47E+00,5.07E+00,,,
3.92,4.47E+00,5.09E+00,,,
3.93,4.46E+00,5.10E+00,,,
3.94,4.45E+00,5.11E+00,,,
3.95,4.45E+00,5.11E+00,,,
3.96,4.45E+00,5.12E+00,,,
3.97,4.45E+00,5.12E+00,,,
3.98,4.45E+00,5.11E+00,,,
3.99,4.45E+00,5.09E+00,,,
4,4.45E+00,5.08E+00,,,
4.01,4.45E+00,5.07E+00,,,
4.02,4.46E+00,5.08E+00,,,
4.03,4.46E+00,5.08E+00,,,
4.04,4.46E+00,5.08E+00,,,
4.05,4.47E+00,5.09E+00,,,
4.06,4.47E+00,5.08E+00,,,
4.07,4.48E+00,5.07E+00,,,
4.08,4.48E+00,5.06E+00,,,
4.09,4.48E+00,5.05E+00,,,
4.1,4.48E+00,5.04E+00,,,
4.11,4.49E+00,5.03E+00,,,
4.12,4.50E+00,5.01E+00,,,
4.13,4.50E+00,4.99E+00,,,
4.14,4.50E+00,4.96E+00,,,
4.15,4.49E+00,4.95E+00,,,
4.16,4.48E+00,4.96E+00,,,
4.17,4.48E+00,4.96E+00,,,
4.18,4.49E+00,4.96E+00,,,
4.19,4.49E+00,4.95E+00,,,
4.2,4.48E+00,4.95E+00,,,
4.21,4.47E+00,4.95E+00,,,
4.22,4.45E+00,4.95E+00,,,
4.23,4.45E+00,4.95E+00,,,
4.24,4.45E+00,4.95E+00,,,
4.25,4.46E+00,4.94E+00,,,
4.26,4.48E+00,4.93E+00,,,
4.27,4.49E+00,4.93E+00,,,
4.28,4.50E+00,4.92E+00,,,
4.29,4.52E+00,4.92E+00,,,
4.3,4.53E+00,4.92E+00,,,
4.31,4.54E+00,4.92E+00,,,
4.32,4.55E+00,4.93E+00,,,
4.33,4.56E+00,4.94E+00,,,
4.34,4.56E+00,4.95E+00,,,
4.35,4.55E+00,4.95E+00,,,
4.36,4.55E+00,4.96E+00,,,
4.37,4.55E+00,4.96E+00,,,
4.38,4.56E+00,4.96E+00,,,
4.39,4.56E+00,4.97E+00,,,
4.4,4.56E+00,4.97E+00,,,
4.41,4.56E+00,4.98E+00,,,
4.42,4.57E+00,4.98E+00,,,
4.43,4.57E+00,4.99E+00,,,
4.44,4.56E+00,5.00E+00,,,
4.45,4.56E+00,5.00E+00,,,
4.46,4.56E+00,4.99E+00,,,
4.47,4.56E+00,4.99E+00,,,
4.48,4.56E+00,4.98E+00,,,
4.49,4.56E+00,4.99E+00,,,
4.5,4.56E+00,4.99E+00,,,
4.51,4.56E+00,4.99E+00,,,
4.52,4.56E+00,4.99E+00,,,
4.53,4.55E+00,4.97E+00,,,
4.54,4.54E+00,4.95E+00,,,
4.55,4.54E+00,4.95E+00,,,
4.56,4.54E+00,4.97E+00,,,
4.57,4.54E+00,4.99E+00,,,
4.58,4.53E+00,5.02E+00,,,
4.59,4.52E+00,5.04E+00,,,
4.6,4.51E+00,5.06E+00,,,
4.61,4.51E+00,5.07E+00,,,
4.62,4.50E+00,5.08E+00,,,
4.63,4.50E+00,5.10E+00,,,
4.64,4.50E+00,5.10E+00,,,
4.65,4.52E+00,5.10E+00,,,
4.66,4.53E+00,5.09E+00,,,
4.67,4.53E+00,5.09E+00,,,
4.68,4.53E+00,5.09E+00,,,
4.69,4.53E+00,5.09E+00,,,
4.7,4.52E+00,5.08E+00,,,
4.71,4.52E+00,5.10E+00,,,
4.72,4.53E+00,5.12E+00,,,
4.73,4.53E+00,5.13E+00,,,
4.74,4.53E+00,5.14E+00,,,
4.75,4.53E+00,5.13E+00,,,
4.76,4.53E+00,5.12E+00,,,
4.77,4.54E+00,5.11E+00,,,
4.78,4.54E+00,5.12E+00,,,
4.79,4.55E+00,5.12E+00,,,
4.8,4.55E+00,5.12E+00,,,
4.81,4.55E+00,5.12E+00,,,
4.82,4.56E+00,5.11E+00,,,
4.83,4.56E+00,5.11E+00,,,
4.84,4.56E+00,5.10E+00,,,
4.85,4.57E+00,5.08E+00,,,
4.86,4.56E+00,5.08E+00,,,
4.87,4.56E+00,5.07E+00,,,
4.88,4.55E+00,5.07E+00,,,
4.89,4.54E+00,5.05E+00,,,
4.9,4.54E+00,5.03E+00,,,
4.91,4.54E+00,5.02E+00,,,
4.92,4.55E+00,5.03E+00,,,
4.93,4.54E+00,5.03E+00,,,
4.94,4.54E+00,5.01E+00,,,
4.95,4.54E+00,5.00E+00,,,
4.96,4.53E+00,5.02E+00,,,
4.97,4.53E+00,5.05E+00,,,
4.98,4.53E+00,5.05E+00,,,
4.99,4.52E+00,5.05E+00,,,
5,4.51E+00,5.04E+00,,,
